PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hosp_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
241345,01-JAN-15,31-DEC-15,As Submitted,2,MAYO CLINIC HEALTH SYSTEM - WASECA,100 FIFTH AVE W,,WASECA,MN,56093,WASECA
241346,01-JAN-15,31-DEC-15,As Submitted,2,CANNON FALLS MEDICAL CENTER - MAYO,32021 COUNTRY 24 BOULEVARD,,CANNON FALLS,MN,55009,GOODHUE
241347,01-JUL-15,30-JUN-16,As Submitted,2,SANFORD HOSPITAL CANBY,112 SAINT OLAF AVENUE,,CANBY,MN,56220-,YELLOW MEDICINE
241348,01-MAR-16,30-JUN-16,As Submitted,2,TYLER HEALTHCARE CENTER,240 WILLOW STREET,,TYLER,MN,56178-,LINCOLN
241349,01-JUL-15,30-JUN-16,As Submitted,2,PAYNESVILLE AREA HOSPITAL,200 FIRST STREET WEST,,PAYNESVILLE,MN,56362-1496,STEARNS
241350,01-OCT-15,30-SEP-16,As Submitted,11,MERCY HOSPITAL & HEALTH CARE CENTER,710 KENWOOD AVENUE SOUTH,,MOOSE LAKE,MN,55767-,CARLTON
241351,01-JAN-15,31-DEC-15,As Submitted,12,REDWOOD AREA HOSPITAL,100 FALLWOOD ROAD,,REDWOOD FALLS,MN,56283,REDWOOD
241352,01-JAN-15,31-DEC-15,As Submitted,2,MAYO CLINIC HLTH SYS - SPRINGFIELD,765 NORTH JACKSON,,SPRINGFIELD,MN,56087,BROWN
241353,01-APR-15,31-MAR-16,As Submitted,11,CUYUNA REGIONAL MEDICAL CENTER,320 EAST MAIN STREET,,CROSBY,MN,56441,CROW WING
241354,01-JAN-15,31-DEC-15,As Submitted,9,TRI COUNTY HOSPITAL,415 JEFFERSON STREET NORTH,,WADENA,MN,56482,WADENA
241355,01-JAN-15,31-DEC-15,As Submitted,2,GLENCOE REGIONAL HEALTH SERVICES,705 EAST 18TH STREEET,,GLENCOE,MN,55336-,MCLEOD
241356,01-OCT-14,30-SEP-15,Amended,2,MILLE LACS HOSPITAL,200 NORTH ELM ST,,ONAMIA,MN,56359-,MILLE LACS
241357,01-JUL-15,30-JUN-16,As Submitted,2,FIRST CARE MEDICAL SERVICES,900 HILLIGOSS BOULEVARD SE,,FOSSTON,MN,56542-1599,POLK
241358,01-OCT-14,30-SEP-15,Settled,7,CASS LAKE INDIAN HOSPITAL,425 7TH STREET NW,211,CASS LAKE,MN,56633,CASS
241359,01-JUL-15,30-JUN-16,As Submitted,2,AVERA MARSHALL REGIONAL MEDICAL CTR,300 SOUTH BRUCE STREET,,MARSHALL,MN,56258-,LYON
241360,01-JUL-15,30-JUN-16,As Submitted,2,DEER RIVER HEALTHCARE CENTER,115 10TH AVENUE NE,,DEER RIVER,MN,56636-9703,ITASCA
241361,01-JAN-15,31-DEC-15,As Submitted,2,MAYO CLINIC HEALTH SYS - NEW PRAGUE,301 SECOND STREET,,NEW PRAGUE,MN,56071-1799,SCOTT
241362,01-JUL-15,30-JUN-16,As Submitted,2,CCH-MONTICELLO,1013 HART BOULEVARD,,MONTICELLO,MN,55362-,WRIGHT
241363,01-JAN-15,31-DEC-15,As Submitted,2,STEVENS COMMUNITY MEDICAL CENTER,400 EAST 1ST STREET,660,MORRIS,MN,56267-,STEVENS
241364,01-OCT-15,30-SEP-16,As Submitted,2,COMMUNITY MEMORIAL HOSPITAL,512 SKYLINE BOULEVARD,,CLOQUET,MN,55720-,CARLTON
241365,01-JAN-15,31-DEC-15,Amended,8,SWIFT COUNTY - BENSON,1815 WISCONSIN AVE,,BENSON,MN,56215,SWIFT
241366,01-JAN-15,31-DEC-15,As Submitted,9,MEEKER COUNTY MEMORIAL HOSPITAL,612 SIBLEY AVENUE SOUTH,,LITCHFIELD,MN,55355-,MEEKER
241367,01-JAN-15,31-DEC-15,As Submitted,9,FIRST LIGHT HEALTH SYSTEM,301 HIGHWAY 65 SOUTH,,MORA,MN,55051-1950,KANABEC
241368,01-JUL-15,30-JUN-16,As Submitted,2,CCH - SAUK CENTRE,125 NORTH ELM STREET,,SAUK CENTRE,MN,56378,STEARNS
241369,01-JAN-15,31-DEC-15,As Submitted,11,UNITED HOSPITAL DISTRICT,515 SOUTH MOORE STREET,,BLUE EARTH,MN,56013,FARIBAULT
241370,01-JUL-15,30-JUN-16,As Submitted,2,ST. GABRIELS HOSPITAL,815 SE 2ND STREET,,LITTLE FALLS,MN,56345,MORRISON
241371,01-JUL-15,30-JUN-16,As Submitted,2,SANFORD HOSPITAL LUVERNE,1000 N. KNISS,1019,LUVERNE,MN,56156-2519,ROCK
241372,01-OCT-15,30-SEP-16,As Submitted,2,MADISON LUTHERAN HOME,900 SECOND AVENUE,,MADISON,MN,56256-,LAC QUI PARLE
241373,01-OCT-15,30-SEP-16,As Submitted,11,PERHAM MEMORIAL HOSPITAL AND HOME,1000 CONEY STREET WEST,,PERHAM,MN,56573,OTTERTAIL
241374,01-JUL-15,30-JUN-16,As Submitted,9,PIPESTONE COUNTY MEDICAL CENTER,916 4TH AVENUE SW,,PIPESTONE,MN,56164-,PIPESTONE
241375,01-JUL-15,30-JUN-16,As Submitted,2,MINNESOTA VALLEY HEALTH CENTER  INC.,621 SOUTH FOURTH STREET,,LE SUEUR,MN,56058-,LE SUEUR
241376,01-OCT-15,30-SEP-16,As Submitted,11,GLACIAL RIDGE HOSPITAL,10 FOURTH AVENUE SE,,GLENWOOD,MN,56334-,POPE
241377,01-JUL-15,30-JUN-16,As Submitted,1,ST. FRANCIS MEDICAL CENTER,2400 ST. FRANCIS DRIVE,,BRECKENRIDGE,MN,56520,WILKIN
241378,01-JAN-15,31-DEC-15,Amended,2,NEW ULM MEDICAL CENTER,1324 FIFTH STREET NORTH,,NEW ULM,MN,56073,BROWN
241379,01-JAN-16,30-SEP-16,As Submitted,2,PRAIRIE RIDGE HOSPITAL,1411 HIGHWAY 79 EAST,5052,ELBOW LAKE,MN,56531,GRANT
241380,01-JUL-15,30-JUN-16,As Submitted,9,ST. JOSEPHS AREA HEALTH SERVICES,600 PLEASANT DRIVE,,PARK RAPIDS,MN,56470,HUBBARD
241381,01-JUL-15,30-JUN-16,As Submitted,2,SANFORD THIEF RIVER FALLS,120 LABREE AVENUE SOUTH,,THIEF RIVER FALLS,MN,56701-2819,PENNINGTON
241991,01-AUG-15,31-JUL-16,As Submitted,1,BEACON HAVEN,1200 LONG LAKE ROAD,,NEW BRIGHTON,MN,55112-6430,RAMSEY
242004,01-SEP-15,31-AUG-16,As Submitted,2,HEALTHEAST BETHESDA HOSPITAL,559 CAPITOL BOULEVARD,,ST PAUL,MN,55103,RAMSEY
242005,01-JUL-15,30-JUN-16,As Submitted,4,REGENCY HOSPITAL OF MINNEAPOLIS LLC,1300 HIDDEN LAKE PARKWAY,,GOLDEN VALLEY,MN,55422,HENNEPIN
243300,01-JAN-15,31-DEC-15,As Submitted,2,GILLETTE CHILDRENS SPECIALTY HEALTH,200 EAST UNIVERSITY,,ST. PAUL,MN,55101,RAMSEY
243302,01-JAN-15,31-DEC-15,Amended,2,CHILDRENS HEALTH CARE,2525 CHICAGO AVENUE SOUTH,,MINNEAPOLIS,MN,55404-4518,HENNEPIN
243303,01-JAN-15,31-DEC-15,Settled,1,SHRINERS HOSPITALS FOR CHILDREN,2025 EAST RIVER PARKWAY,,MINNEAPOLIS,MN,55414,
244002,01-JUL-15,30-JUN-16,As Submitted,10,ANOKA-METRO REGIONAL TREATMENT CTR.,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,ANOKA
244005,01-JUL-15,30-JUN-16,As Submitted,10,CHILD & ADOLESCENT BEH. HEALTH SRVS.,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,KANDIYOHI
244010,01-JUL-15,30-JUN-16,As Submitted,10,CBHH- ST. PETER,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,NICOLLET
244011,01-JUL-15,30-JUN-16,As Submitted,10,ANNANDALE BEHAVIORAL HEALTH HSP,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,NICOLLET
244012,01-JUL-15,30-JUN-16,As Submitted,10,ALEXANDRIA BEHAVORIAL HEALTH HSP,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,NICOLLET
244013,01-JUL-15,30-JUN-16,As Submitted,10,FERGUS FALLS CBHH,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,OTTER TAIL
244014,01-JUL-15,30-JUN-16,As Submitted,10,BEMIDJI BEHAVORIAL HEALTH HSP,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,BELTRAMI
244015,01-JUL-15,30-JUN-16,As Submitted,10,BAXTER BEHAVORIAL HEALTH HSP,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,CROW WING
244016,01-JAN-15,31-DEC-15,Settled,4,PRAIRIECARE,12915 63RD AVENUE N,,MAPLE GROVE,MN,55369,
244017,01-JUL-15,30-JUN-16,As Submitted,10,CBHH- ROCHESTER,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,OLMSTED
244018,26-APR-16,30-JUN-16,As Submitted,2,SANFORD BEHAVIORAL HEALTH,120 LABREE AVENUE SOUTH,,THIEF RIVER FALLS,MN,56701,PENNINGTON
250001,01-JUL-15,30-JUN-16,As Submitted,10,UNIVERSITY OF MISSISSIPPI MEDICAL,2500 NORTH STATE STREET,,JACKSON,MS,39216,HINDS
250002,01-OCT-15,30-SEP-16,As Submitted,2,TISHOMINGO HEALTH SERVICES,1777 CURTIS DRIVE,,IUKA,MS,38852,TISHOMINGO
250004,01-OCT-14,30-SEP-15,Amended,2,NORTH MISSISSIPPI MEDICAL CENTER,830 SOUTH GLOSTER STREET,,TUPELO,MS,38801,LEE
250006,01-OCT-15,30-SEP-16,As Submitted,1,BAPTIST MEM HOSPITAL UNION COUNTY,HIGHWAY 30 WEST,,NEW ALBANY,MS,38652,UNION COUNTY
250007,01-OCT-15,30-SEP-16,As Submitted,4,BILOXI REGIONAL MEDICAL CENTER,150 REYNOIR STREET,,BILOXI,MS,39530,HARRISON
250009,01-OCT-14,30-SEP-15,Amended,8,MAGNOLIA HOSPITAL,611 ALCORN DRIVE,,CORINTH,MS,38834-,ALCORN
250010,01-OCT-14,31-DEC-14,As Submitted,9,TIPPAH COUNTY HOSPITAL,1005 HIGHWAY 15 N,,RIPLEY,MS,38663,TIPPAH
250012,01-JAN-15,31-DEC-15,As Submitted,4,ALLIANCE HEALTHCARE SYSTEM,1430 HWY 4 EAST,6000,HOLLY SPRINGS,MS,38634,MARSHALL
250015,01-OCT-13,31-DEC-13,As Submitted,8,GRENADA LAKE MEDICAL CENTER,960 AVENT DRIVE,38901,GRENADA,MS,38901-,GRENADA
250017,01-JUL-15,30-JUN-16,As Submitted,4,TRACE REGIONAL HOSPITAL,HIGHWAY 8 EAST,,HOUSTON,MS,38851-,CHICKASAW
250018,01-OCT-15,30-SEP-16,As Submitted,9,JASPER GENERAL HOSPITAL,,527,BAY SPRINGS,MS,39422,JASPER
250019,01-OCT-15,30-SEP-16,As Submitted,8,MEMORIAL HOSPITAL AT GULFPORT,BROAD STREET,1810,GULFPORT,MS,39502-,HARRISON
250020,01-OCT-15,30-SEP-16,As Submitted,2,WEBSTER HEALTH SERVICES,70 MEDICAL PLAZA,,EUPORA,MS,39744-,WEBSTER
250025,01-JAN-15,31-DEC-15,As Submitted,4,GILMORE MEMORIAL REGIONAL MEDICAL CE,1105 EARL FRYE BLVD,P O BOX 459,AMORY,MS,38821,MONROE
250027,01-JAN-15,31-DEC-15,Amended,2,WINSTON MEDICAL CENTER,MAIN STREET,967,LOUISVILLE,MS,39339,WINSTON
250031,01-JUL-15,30-JUN-16,As Submitted,4,MERIT HEALTH RIVER REGION,2100 HIGHWAY 61 NORTH,,VICKSBURG,MS,39183,WARREN
250034,01-OCT-15,30-SEP-16,As Submitted,1,BAPTIST MEM HOSPITAL NORTH MISS,2301 SOUTH LAMAR BOULEVARD,,OXFORD,MS,38655,LAFAYETTE
250036,01-OCT-15,30-SEP-16,As Submitted,9,GEORGE COUNTY HOSPITAL,305 WINTER STREET,607,LUCEDALE,MS,39452-0607,GEORGE
250038,01-JAN-15,31-DEC-15,As Submitted,4,MADISON RIVER OAKS MEDICAL CENTER,161 RIVER OAKS DR.,PO BOX 1607,CANTON,MS,39046,MADISON
250040,01-OCT-14,30-SEP-15,Amended,9,SINGING RIVER HEALTH SYSTEM,2809 DENNY AVENUE,,PASCAGOULA,MS,39581,JACKSON
250042,01-JAN-15,31-DEC-15,Amended,4,NORTHWEST MS REG. MED. CENTER,1970 HOSPITAL DRIVE,P.O. BOX 1218,CLARKSDALE,MS,38614,COAHOMA
250043,01-OCT-15,30-SEP-16,As Submitted,9,NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,648,PHILADELPHIA,MS,39350,NESHOBA
250044,01-OCT-15,30-SEP-16,As Submitted,1,BAPTIST MEM HOSPITAL BOONEVILLE,100 HOSPITAL STREET,,BOONEVILLE,MS,38829,PRENTISS
250048,01-JAN-15,31-DEC-15,As Submitted,1,ST. DOMINIC-JACKSON MEMORIAL HOSP,969 LAKELAND DRIVE,,JACKSON,MS,39216,HINDS
250049,01-MAR-16,30-JUN-16,As Submitted,2,BEACHAM MEMORIAL HOSPITAL,N. MYRTLE STREET,351,MAGNOLIA,MS,39652,PIKE
250050,01-OCT-15,30-SEP-16,As Submitted,9,OKTIBBEHA COUNTY HOSPITAL,HOSPITAL ROAD,1506,STARKVILLE,MS,39759,OKTIBBEHA
250051,01-OCT-12,30-SEP-13,Settled,9,KILMICHAEL HOSPITAL,301 LAMAR AVE.,188,KILMICHAEL,MS,39747,MONTGOMERY
250057,01-OCT-15,30-SEP-16,As Submitted,2,KINGS DAUGHTERS MEDICAL CENTER,427 HIGHWAY 51 NORTH,,BROOKHAVEN,MS,39601-,LINCOLN
250058,01-OCT-15,30-SEP-16,As Submitted,9,SOUTH CENTRAL REGIONAL MEDICAL CENTR,1220 JEFFERSON STREET,607,LAUREL,MS,39441-,JONES
250059,01-OCT-13,30-NOV-13,As Submitted,9,MONTFORT JONES MEMORIAL HOSPITAL,220 HIGHWAY 12 WEST,PO BOX 677,KOSCIUSKO,MS,39090,ATTALA
250060,01-OCT-14,30-SEP-15,As Submitted,9,JEFFERSON COUNTY HOSPITAL,809 S. MAIN,577,FAYETTE,MS,39069-0577,JEFFERSON
250061,01-OCT-15,30-SEP-16,As Submitted,9,YALOBUSHA GENERAL HOSPITAL,HIGHWAY 7 SOUTH,728,WATER VALLEY,MS,38965,YALOBUSHA
250067,01-OCT-15,30-SEP-16,As Submitted,2,CLAY COUNTY MEDICAL CORPORATION,835 MEDICAL CENTER DRIVE,,WEST POINT,MS,39773,CLAY
250069,01-JAN-15,31-DEC-15,As Submitted,2,RUSH FOUNDATION HOSPITAL,1314 19TH AVENUE,,MERIDIAN,MS,39301-,LAUDERDALE
250072,01-OCT-15,30-SEP-16,As Submitted,4,CENTRAL MISSISSIPPI MEDICAL CENTER,1850 CHADWICK DRIVE,,JACKSON,MS,39204,HINDS
250077,01-OCT-15,30-SEP-16,As Submitted,9,WAYNE GENERAL HOSPITAL,950 MATHEW DRIVE,590,WAYNESBORO,MS,39367-,WAYNE
250078,01-OCT-14,30-SEP-15,Amended,9,FORREST GENERAL HOSPITAL,6051 U. S HIGHWAY 49,16389,HATTIESBURG,MS,39404,FORREST
250079,01-OCT-14,30-SEP-15,As Submitted,9,SHARKEY-ISSAQUENA COMM HOSPITAL,108 SOUTH FOURTH STREET,339,ROLLING FORK,MS,39159,SHARKEY
250081,01-OCT-15,30-SEP-16,As Submitted,2,ANDERSON REGIONAL MED CTR-SOUTH CAMP,1102 CONSTITUTION AVENUE,1810,MERIDIAN,MS,39301,LAUDERDALE
250082,01-OCT-15,30-SEP-16,As Submitted,9,DELTA REGIONAL MEDICAL CENTER,1400 EAST UNION STREET,,GREENVILLE,MS,38704-5247,WASHINGTON
250084,01-OCT-15,30-SEP-16,As Submitted,9,NATCHEZ REGIONAL MEDICAL CENTER,54 SOUTH SEARGENT PRENTISS,1488,NATCHEZ,MS,39121,ADAMS
250085,01-OCT-15,30-SEP-16,As Submitted,9,MARION GENERAL HOSPITAL,1560 SUMRALL,630,COLUMBIA,MS,39429,MARION
250093,01-APR-15,31-MAR-16,As Submitted,4,BOLIVAR MEDICAL CENTER,901 EAST SUNFLOWER ROAD,,CLEVELAND,MS,38732,BOLIVAR
250094,01-APR-15,31-MAR-16,As Submitted,4,WESLEY MEDICAL CENTER,5001 WEST HARDY ST,,HATTIESBURG,MS,39402-,LAMAR
250095,01-OCT-15,30-SEP-16,As Submitted,9,SOUTH SUNFLOWER COUNTY HOSPITAL,121 EAST BAKER STREET,,INDIANOLA,MS,38751-,SUNFLOWER
250096,01-JAN-15,31-DEC-15,As Submitted,4,CROSSGATES RIVER OAKS HOSPITAL,350 CROSSGATES BLVD,,BRANDON,MS,39042,RANKIN
250097,01-OCT-15,30-SEP-16,As Submitted,8,SOUTHWEST MS REG MED CENTER,215 MARION AVENUE,,MCCOMB,MS,39648-,PIKE
250099,01-OCT-15,30-SEP-16,As Submitted,9,GREENWOOD LEFLORE HOSPITAL,1401 RIVER ROAD,1410,GREENWOOD,MS,38935-1410,LEFLORE
250100,01-OCT-15,30-SEP-16,As Submitted,1,BAPTIST MEM HOSPITAL GOLDEN TRIANGLE,2520 FIFTH STREET NORTH,,COLUMBUS,MS,39701,LOWNDES
250102,01-SEP-15,31-AUG-16,As Submitted,1,MS BAPTIST MEDICAL CENTER,1225 NORTH STATE ST.,,JACKSON,MS,39202,HINDS
250104,01-OCT-15,30-SEP-16,As Submitted,2,JEFF ANDERSON REGIONAL MEDICAL CENTE,2124 14TH STREET,,MERIDIAN,MS,39301,LAUDERDALE
250117,01-OCT-15,30-SEP-16,As Submitted,9,HIGHLAND COMMUNITY HOSPITAL,130 HIGHLAND PARKWAY,,PICAYUNE,MS,39466,PEARL RIVER
250122,01-OCT-14,11-NOV-15,As Submitted,5,NATCHEZ COMMUNITY HOSPITAL,129 JEFFERSON DAVIS BLVD.,1203,NATCHEZ,MS,39120,ADAMS
250123,01-JAN-15,31-DEC-15,Amended,4,GARDEN PARK COMMUNITY HOSPITAL,15200 COMMUNITY ROAD,,GULFPORT,MS,39503-,HARRISON
250124,01-JAN-15,31-DEC-15,As Submitted,2,MAGEE GENERAL HOSPITAL,300 S.E. THIRD AVENUE,,MAGEE,MS,39111,SIMPSON
250126,01-APR-15,31-MAR-16,As Submitted,6,NORTH OAK REGIONAL MEDICAL CENTER,401 GETWELL DRIVE,,SENATOBIA,MS,38668-,TATE
250127,01-OCT-14,30-SEP-15,As Submitted,7,CHOCTAW HEALTH CENTER,ROUTE 7 BOX R50,,PHILADELPHIA,MS,39350,NESHOBA
250128,01-JAN-15,31-DEC-15,As Submitted,5,MERIT HEALTH BATESVILLE,303 MEDICAL CENTER DRIVE,,BATESVILLE,MS,38606,PANOLA
250134,01-JUL-15,30-JUN-16,As Submitted,10,WHITFIELD MEDICAL SURGICAL CENTER,,157A,WHITFIELD,MS,39193-,RANKIN
250136,01-JAN-15,31-DEC-15,As Submitted,4,WOMANS HOSPITAL,1026 NORTH FLOWOOD DRIVE,,FLOWOOD,MS,39232,RANKIN
250138,01-OCT-15,30-SEP-16,As Submitted,4,RIVER OAKS HOSPITAL,1030 RIVER OAKS DRIVE,,FLOWOOD,MS,39232,RANKIN
250141,01-OCT-15,30-SEP-16,As Submitted,1,BAPTIST MEM HOSPITAL DESOTO,7601 SOUTHCREST,,SOUTHAVEN,MS,38671,DESOTO
250151,01-JAN-15,31-DEC-15,As Submitted,4,ALLIANCE HEALTH CENTER,5000 HWY 39 NORTH,,MERIDIAN,MS,39303,LAUDERDALE
250152,01-JUL-15,30-JUN-16,As Submitted,1,MISSISSIPPI METHODIST REHAB CENTER,1350 E WOODROW WILSON,,JACKSON,MS,39216,HINDS
250162,01-OCT-15,30-SEP-16,As Submitted,9,HANCOCK MEDICAL CENTER,149 DRINKWATER BLVD,,BAY ST. LOUIS,MS,39520,HANCOCK
250163,01-JAN-15,31-DEC-15,As Submitted,4,PATIENTS CHOICE MED CNT-SMITH CNTY,347 MAGNOLIA DRIVE,,RALEIGH,MS,39153,SMITH
250165,09-MAY-11,27-JUL-11,Settled,2,JOHN C. STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,,DEKALB,MS,39328,KEMPER
250166,26-APR-11,31-OCT-11,Settled,4,ALLEGIANCE SPECIALTY HOSPITAL OF GRE,300 SOUTH WASHINGTON AVENUE  3RD FL,,GREENVILLE,MS,38701,WASHINGTON
250167,01-JAN-15,31-DEC-15,As Submitted,1,METHODIST H/C OLIVE BRANCH HOSPT,4250 BETHEL ROAD,,OLIVE BRANCH,MS,38654,DESOTO
250168,01-JUL-15,30-JUN-16,As Submitted,10,UMMC-GRENADA,960 AVENT DRIVE,38901,GRENADA,MS,38901-,GRENADA
251300,01-AUG-14,31-JUL-15,As Submitted,2,SE LACKEY CAH AND NURSING HOME,330 NORTH BROAD STREET,428,FOREST,MS,39074,SCOTT
251302,01-JAN-15,31-DEC-15,As Submitted,4,PIONEER HEALTH SERVICES OF MONROE C,400 SOUTH CHESTNUT STREET,,ABERDEEN,MS,39730,MONROE
251303,01-JAN-15,31-DEC-15,As Submitted,4,STONE COUNTY HOSPITAL,1434 E CENTRAL AVENUE,,WIGGINS,MS,39577,STONE
251304,01-OCT-15,30-SEP-16,As Submitted,9,TALLAHATCHIE CRITICAL ACCESS HOSPITA,CHURCH STREET,,CHARLESTON,MS,38921,TALLAHATCHIE
251305,01-OCT-15,30-SEP-16,As Submitted,9,LAWRENCE COUNTY HOSPITAL,1065 EAST BROAD STREET,788,MONTICELLO,MS,39654,LAWRENCE
251306,01-JAN-15,31-DEC-15,As Submitted,5,PERRY COUNTY GENERAL HOSPITAL,206 BAY AVENUE,,RICHTON,MS,39476,PERRY
251307,01-OCT-15,30-SEP-16,As Submitted,9,NOXUBEE COUNTY HOSPITAL,NOXUBEE GENERAL CRITICAL ACCESS HOS,480,MACON,MS,39341,NOXUBEE
251308,01-OCT-15,30-SEP-16,As Submitted,2,PONTOTOC HEALTH SERVICES,176 SOUTH MAIN,,PONTOTOC,MS,38863,PONTOTOC
251309,01-OCT-15,30-SEP-16,As Submitted,9,FIELD MEMORIAL COMMUNITY HOSPITAL,178 HWY 24 EAST,,CENTREVILLE,MS,39631,WILKINSON
251311,01-JAN-12,31-DEC-12,Settled,4,PATIENTS CHOICE MEDICAL CENTER OF H,500 CC ROAD,510,BELZONI,MS,39038,HUMPHRIES
251312,01-OCT-15,30-SEP-16,As Submitted,9,TYLER HOLMES MEMORIAL HOSPITAL,TYLER HOLMES MEMORIAL HOSPITAL,409 TYLER HOLMES DRI,WINONA,MS,38967,MONTGOMERY
251313,01-SEP-15,31-AUG-16,As Submitted,2,BAPTIST MEDICAL CENTER - YAZOO,823 GRAND AVENUE,329,YAZOO CITY,MS,39194,YAZOO
251314,01-JAN-15,31-DEC-15,Amended,5,QUITMAN COUNTY HOSPITAL LLC,340 GETWELL DRIVE,,MARKS,MS,38646,QUITMAN
251315,01-SEP-15,31-AUG-16,As Submitted,1,BAPTIST MEDICAL CENTER - LEAKE  INC.,1100 HIGHWAY 16 EAST,909,CARTHAGE,MS,39051,LEAKE
251316,01-JAN-15,31-DEC-15,As Submitted,2,H.C. WATKINS MEMORIAL HOSPITAL,605 S. ARCHUSA AVENUE,,QUITMAN,MS,39355-,CLARKE
251317,01-JAN-15,31-DEC-15,As Submitted,2,SIMPSON GENERAL HOSPITAL,1842 SIMPSON HIGHWAY 149,457,MENDENHALL,MS,39114,SIMPSON
251318,01-OCT-14,30-SEP-15,As Submitted,9,NORTH SUNFLOWER COUNTY HOSPITAL,N/A,369,RULEVILLE,MS,38771,SUNFLOWER
251319,01-JUL-15,30-JUN-16,As Submitted,10,UNIVERSITY HOSPITAL & CLINICS - HOLM,239 BOWLING GREEN ROAD,,LEXINGTON,MS,39095,HOLMES
251320,01-JAN-15,31-DEC-15,As Submitted,9,CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVE,1004,PORT GIBSON,MS,39150,CLAIBORNE
251322,01-JAN-15,31-DEC-15,As Submitted,2,LAIRD HOSPITAL,25117 HWY 15,,UNION,MS,39365-,NEWTON
251323,01-JAN-15,31-DEC-15,As Submitted,2,SCOTT REGIONAL HOSPITAL,317 HIGHWAY 13 SOUTH,259,MORTON,MS,39117-,SCOTT
251324,01-OCT-15,30-SEP-16,As Submitted,9,WALTHALL COUNTY GENERAL HOSPITAL,100 HOSPITAL DRIVE,,TYLERTOWN,MS,39667-2099,WALTHALL
251325,01-OCT-15,30-SEP-16,As Submitted,9,COVINGTON COUNTY HOSPITAL,803 GERALD MCRANEY DRIVE,,COLLINS,MS,39428,COVINGTON
251326,01-OCT-15,30-SEP-16,As Submitted,9,PRENTISS REGIONAL HOSPITAL,1102 ROSE STREET,1289,PRENTISS,MS,39474-,JEFFERSON DAVIS
251327,01-JAN-15,31-DEC-15,As Submitted,9,HARDY WILSON MEMORIAL HOSPITAL,223 MAGNOLIA STREET,889,HAZELHURST,MS,39083,COPIAH
251329,01-OCT-15,30-SEP-16,As Submitted,9,GREENE COUNTY HOSPITAL,1017 JACKSON AVENUE,,LEAKESVILLE,MS,39451-,GREENE
251330,01-MAY-15,30-APR-16,As Submitted,9,FRANKLIN COUNTY HOSPITAL,HOSPITAL ROAD,636,MEADVILLE,MS,39653,FRANKLIN
251331,01-OCT-15,30-SEP-16,As Submitted,8,CALHOUN HEALTH SERVICES,140 BURKE-CALHOUN CITY ROAD,,CALHOUN CITY,MS,38916,CALHOUN
251332,01-JAN-15,31-DEC-15,As Submitted,4,PIONEER COMM HOSP OF NEWTON CO,9421 EAST SIDE DRIVE EXTENSTION,,NEWTON,MS,39345,NEWTON
251333,01-OCT-15,30-SEP-16,As Submitted,9,PEARL RIVER COUNTY HOSPITAL,305 WEST MOODY STREET,392,POPLARVILLE,MS,39470,PEARL RIVER
251334,01-OCT-15,30-SEP-16,As Submitted,9,CHOCTAW REGIONAL MEDICAL CENTER,CHOCTAW REGIONAL MEDICAL CENTER,8613 MS HWY 12,ACKERMAN,MS,39735,CHOCTAW
251335,01-JAN-15,31-DEC-15,As Submitted,2,JOHN C. STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,,DEKALB,MS,39328,KEMPER
251336,01-SEP-15,31-AUG-16,As Submitted,1,BAPTIST MEDICAL CENTER - ATTALA,220 HIGHWAY 12 WEST,PO BOX 677,KOSCIUSKO,MS,39090,ATTALA
251337,01-OCT-15,30-SEP-16,As Submitted,9,TIPPAH COUNTY HOSPITAL,1005 HIGHWAY 15 N,,RIPLEY,MS,38663,TIPPAH
252003,01-SEP-15,01-AUG-16,As Submitted,1,RESTORATIVE CARE HOSPITAL - BAPTIST,1225 NORTH STATE STREET,,JACKSON,MS,39202,HINDS
252004,01-JAN-15,31-DEC-15,As Submitted,2,THE SPECIALTY HOSPITAL OF MERIDIAN,1314 19TH STREET,,MERIDIAN,MS,39301-,LAUDERDALE
252005,01-JAN-15,31-DEC-15,As Submitted,4,SSH - GULF COAST,1520 BROAD AVE.,,GULFPORT,MS,39501,HARRISON
252006,01-AUG-15,31-JUL-16,As Submitted,4,REGENCY HOSPITAL OF MERIDIAN,1102 CONSTITUTION 2ND FLOOR,,MERIDIAN,MS,39301,LAUDERDALE
252007,01-MAR-15,29-FEB-16,As Submitted,4,SSH - JACKSON INC,5903 RIDGEWOOD RD,,JACKSON,MS,39211,HINDS
